tsdec100;22;18.2
tsdpc100;19;18.4
tsdsc100;2;83.0
tsdde100;13;58.5
tsdph100;12;63.7
tsdcc100;7;76.8
tsdcc120;27;91.4
tsdtr100;19;49.4
tsdnr100;4;69.1
tsdgp100;22;11.1
