tsdec100;20;18.9
tsdpc100;15;24.1
tsdsc100;29;54.6
tsdde100;32;36.3
tsdph100;9;64.1
tsdcc100;24;66.6
tsdcc120;22;94.9
tsdtr100;27;47.8
tsdnr100;100;0
tsdgp100;22;11.1
