tsdec100;13;35.0
tsdpc100;5;49.6
tsdsc100;10;76.8
tsdde100;19;49.8
tsdph100;8;64.6
tsdcc100;18;69.4
tsdcc120;36;48.6
tsdtr100;21;49.0
tsdnr100;9;59.3
tsdgp100;13;30.2
