tsdec100;21;18.7
tsdpc100;18;18.4
tsdsc100;20;68.0
tsdde100;17;52.1
tsdph100;29;55.0
tsdcc100;29;57.8
tsdcc120;20;95.3
tsdtr100;17;50.0
tsdnr100;100;0
tsdgp100;21;13.5
