tsdec100;15;28.6
tsdpc100;3;62.8
tsdsc100;27;63.4
tsdde100;18;50.3
tsdph100;16;62.7
tsdcc100;17;69.8
tsdcc120;34;67.9
tsdtr100;24;48.4
tsdnr100;100;0
tsdgp100;16;20.7
