tsdec100;12;38.0
tsdpc100;7;46.4
tsdsc100;16;73.6
tsdde100;25;45.4
tsdph100;11;64.0
tsdcc100;15;70.7
tsdcc120;29;90.2
tsdtr100;20;49.2
tsdnr100;10;56.6
tsdgp100;10;39.0
