tsdec100;4;59.2
tsdpc100;8;38.4
tsdsc100;21;66.9
tsdde100;14;57.2
tsdph100;4;67.9
tsdcc100;28;60.9
tsdcc120;15;97.0
tsdtr100;1;63.6
tsdnr100;100;0
tsdgp100;14;26.2
