tsdec100;5;50.5
tsdpc100;10;37.0
tsdsc100;5;78.7
tsdde100;6;67.8
tsdph100;23;57.6
tsdcc100;10;74.7
tsdcc120;18;96.5
tsdtr100;10;52.3
tsdnr100;3;70.3
tsdgp100;5;59.7
