tsdec100;7;43.7
tsdpc100;1;71.2
tsdsc100;6;78.6
tsdde100;9;63.5
tsdph100;24;57.2
tsdcc100;22;67.3
tsdcc120;30;86.2
tsdtr100;13;52.0
tsdnr100;7;62.0
tsdgp100;8;51.7
