tsdec100;10;38.2
tsdpc100;9;37.8
tsdsc100;14;74.9
tsdde100;5;68.6
tsdph100;5;67.5
tsdcc100;11;73.7
tsdcc120;37;37.1
tsdtr100;18;49.7
tsdnr100;2;79.8
tsdgp100;6;55.7
